1,1000000000,0.00000000100013464177,-0.00000000099986552371,-0.00000000000017763568,12.465157960,0.000000028,0.022329426,0.001648724
2,1000000000,0.00000000100002695014,-0.00000000099997277125,-0.00000000000010791368,6.228338893,0.000280472,0.021941659,0.001879945
3,1000000000,0.00000000100005270731,-0.00000000099994734715,-0.00000000000016875390,4.257096078,0.000030214,0.014023469,0.001870229
4,1000000000,0.00000000099986241509,-0.00000000100013730631,-0.00000000000002753353,3.292422430,0.000034694,0.020302172,0.002243931
5,1000000000,0.00000000099993979763,-0.00000000100006003478,0.00000000000019761970,2.663046397,0.001380896,0.039864964,0.002968964
6,1000000000,0.00000000099979952095,-0.00000000100020042249,0.00000000000011041168,2.202983325,0.000508568,0.029808910,0.001993512
7,1000000000,0.00000000099990238311,-0.00000000100009789339,0.00000000000016286972,2.079809720,0.043036878,0.055100316,0.002558173
8,1000000000,0.00000000099987806923,-0.00000000100012192972,0.00000000000002459144,1.645422696,0.029449222,0.019978903,0.002216622
1,1000000000,0.00000000100013464177,-0.00000000099986552371,-0.00000000000017763568,12.398881879,0.000000032,0.010908972,0.001608061
2,1000000000,0.00000000100002695014,-0.00000000099997277125,-0.00000000000010791368,6.219337831,0.002294367,0.012480432,0.001948409
3,1000000000,0.00000000100005270731,-0.00000000099994734715,-0.00000000000016875390,4.259535982,0.001444220,0.018525558,0.002085284
4,1000000000,0.00000000099986241509,-0.00000000100013730631,-0.00000000000002764455,3.290419011,0.000758246,0.024775809,0.002205620
5,1000000000,0.00000000099993979763,-0.00000000100005992376,0.00000000000019750868,2.631960970,0.000786660,0.032659543,0.002709236
6,1000000000,0.00000000099979957646,-0.00000000100020070004,0.00000000000011013412,2.221104879,0.000597664,0.033043427,0.002267869
7,1000000000,0.00000000099990205005,-0.00000000100009767134,0.00000000000016253665,1.880062059,0.000483525,0.020521517,0.002056449
8,1000000000,0.00000000099987806923,-0.00000000100012187421,0.00000000000002459144,1.659171176,0.000175995,0.039003066,0.003175194
1,1000000000,0.00000000100013464177,-0.00000000099986552371,-0.00000000000017763568,12.450052064,0.000000027,0.024887751,0.001556968
2,1000000000,0.00000000100002695014,-0.00000000099997277125,-0.00000000000010791368,6.228722106,0.002573998,0.024344602,0.001987092
3,1000000000,0.00000000100005270731,-0.00000000099994734715,-0.00000000000016875390,4.267338138,0.003744626,0.022641908,0.002033129
4,1000000000,0.00000000099986241509,-0.00000000100013730631,-0.00000000000002753353,3.295202816,0.000043166,0.031425596,0.002010306
5,1000000000,0.00000000099993968661,-0.00000000100005992376,0.00000000000019739765,2.632463067,0.000379824,0.027163335,0.002413131
6,1000000000,0.00000000099979940993,-0.00000000100020070004,0.00000000000011024515,2.194453429,0.000497303,0.023921552,0.001987229
7,1000000000,0.00000000099990210556,-0.00000000100009750481,0.00000000000016253665,1.895012759,0.000155446,0.033067268,0.002434038
8,1000000000,0.00000000099987773616,-0.00000000100012192972,0.00000000000002470246,1.644948622,0.001781983,0.021165102,0.001848296
16,1000000000,0.00000000099997118919,-0.00000000100002942038,-0.00000000000004016232,0.775211859,0.038442529,0.094168664,0.002542810
16,1000000000,0.00000000099997074510,-0.00000000100002925385,-0.00000000000003971823,0.775974294,0.045571330,0.038686439,0.002509101
16,1000000000,0.00000000099997121694,-0.00000000100002933712,-0.00000000000004007905,0.774719020,0.059208440,0.041681001,0.002426802
