num_procs, num_ints, err_excess, err_defect, err_middle, t_calc, t_comms, t_create, t_destroy
1,10,0.10166666468263407808,-0.09833333531736565547,-0.00083333141130559341,0.000003239,0.000000115,0.123880789,0.002173981
1,100,0.01001666666666434224,-0.00998333333333567552,-0.00000833333333227770,0.000005335,0.000000071,0.122891536,0.002385296
1,1000,0.00100016666666924436,-0.00099983333333142355,-0.00000008333332957022,0.000037991,0.000000081,0.121362024,0.002255529
1,10000,0.00010000166665324883,-0.00009999833334672914,-0.00000000083334095180,0.000415231,0.000000093,0.123548866,0.002216133
1,100000,0.00001000001664053229,-0.00000999998335959873,-0.00000000000836841707,0.003839019,0.000000088,0.121688018,0.002226410
1,1000000,0.00000100000000013978,-0.00000099999999969569,0.00000000000002886580,0.027974894,0.000000066,0.123115944,0.002039789
1,10000000,0.00000009999980621345,-0.00000010000019390333,0.00000000000006217249,0.276160351,0.000000065,0.122980565,0.002304765
1,100000000,0.00000000999956828451,-0.00000001000043203803,-0.00000000000063327121,2.651620021,0.000000115,0.124600961,0.002419252
1,1000000000,0.00000000100013464177,-0.00000000099986552371,-0.00000000000017763568,23.906506126,0.000000246,0.123191746,0.002434300
2,10,0.10166666468263407808,-0.09833333531736587751,-0.00083333141130537136,0.000002563,0.000067440,0.128412423,0.002597269
2,100,0.01001666666666523042,-0.00998333333333500939,-0.00000833333333272179,0.000004129,0.000026973,0.128568820,0.002509030
2,1000,0.00100016666666657983,-0.00099983333333342195,-0.00000008333333356703,0.000018968,0.000070075,0.124846923,0.002567841
2,10000,0.00010000166666079835,-0.00009999833333940167,-0.00000000083333628886,0.000139674,0.000031290,0.129043002,0.002499808
2,100000,0.00001000001667761374,-0.00000999998332229524,-0.00000000000835331804,0.001468691,0.000118296,0.130555645,0.002294830
2,1000000,0.00000100000020442081,-0.00000099999979541465,-0.00000000000010613732,0.013794983,0.000291112,0.128825257,0.002448004
2,10000000,0.00000010000007133470,-0.00000009999992900411,-0.00000000000012989609,0.138000078,0.003498117,0.128689113,0.002180588
2,100000000,0.00000000999958138515,-0.00000001000041849331,-0.00000000000011657342,1.454805804,0.031952553,0.128530523,0.002529359
2,1000000000,0.00000000100002695014,-0.00000000099997277125,-0.00000000000010791368,12.291633389,0.042323377,0.128353896,0.002682713
3,10,0.10166666468263396705,-0.09833333531736587751,-0.00083333141130514932,0.000002241,0.001181401,0.130604429,0.002565563
3,100,0.01001666666666489736,-0.00998333333333523143,-0.00000833333333161157,0.000003160,0.009965552,0.130781256,0.002796695
3,1000,0.00100016666666591370,-0.00099983333333386604,-0.00000008333333401112,0.000013585,0.000196963,0.131012585,0.002369424
3,10000,0.00010000166666579435,-0.00009999833333396158,-0.00000000083332762912,0.000112390,0.000085018,0.134653127,0.003101358
3,100000,0.00001000001668072237,-0.00000999998331929763,-0.00000000000834532443,0.000980272,0.001997284,0.133668983,0.003040434
3,1000000,0.00000100000022484892,-0.00000099999977498655,-0.00000000000011124435,0.009433456,0.000768698,0.127494169,0.002483605
3,10000000,0.00000010000010708389,-0.00000009999989325493,0.00000000000006505907,0.094166973,0.000028681,0.132248247,0.002491900
3,100000000,0.00000000999951654812,-0.00000001000048321931,0.00000000000022293278,1.051234251,0.000066863,0.135351515,0.002803112
3,1000000000,0.00000000100005270731,-0.00000000099994723612,-0.00000000000016875390,8.465150410,0.000061827,0.133565200,0.002718030
6,10,0.10166666468263407808,-0.09833333531736565547,-0.00083333141130492727,0.000000237,0.000460391,0.144478449,0.002858205
6,100,0.01001666666666439776,-0.00998333333333584205,-0.00000833333333150055,0.000000941,0.000170767,0.142757801,0.003422822
6,1000,0.00100016666666630227,-0.00099983333333331093,-0.00000008333333234578,0.000004725,0.000258440,0.147701460,0.002634402
6,10000,0.00010000166666679355,-0.00009999833333385055,-0.00000000083333123735,0.000045986,0.000456484,0.146222505,0.003151322
6,100000,0.00001000001666484618,-0.00000999998333572893,-0.00000000000833955127,0.000465062,0.000195803,0.141567400,0.002775289
6,1000000,0.00000100000016706181,-0.00000099999983266263,-0.00000000000008931744,0.004607729,0.000204757,0.142468374,0.002917251
6,10000000,0.00000010000002970134,-0.00000009999997085952,-0.00000000000001931788,0.046835436,0.024283413,0.137721274,0.003068757
6,100000000,0.00000000999991162098,-0.00000001000008842400,0.00000000000014827028,0.479611971,0.005812501,0.140584535,0.002929178
6,1000000000,0.00000000099979946544,-0.00000000100020064453,0.00000000000011041168,4.441315571,0.000074061,0.140250159,0.003364610
