type, op, unstream, num_op, matriz, t_acceso, creacion, ejecucion, computacion, glopbyte, gflops
double, false, false, 1, data/mat-32000-200-4320k.rua, 
double, false, false, 1, data/mat-4000-200-540k.rua, 1.5857, 4.3117, 0.7427, 5.0545, 0.1250, 0.1068
double, false, false, 1, data/mat-512000-200-69120k.rua, 183.7166, 4.2311, 21.9973, 26.2284, 0.1250, 2.6353
double, false, false, 1, data/mat-6000-100-440k.rua, 1.3245, 2.1936, 0.4202, 2.6137, 0.1250, 0.1683
double, false, false, 1, data/mat-96000-100-7040k.rua, 
double, false, false, 1, data/samplematrix.rua, 
double, false, false, 10, data/mat-200-200-27k.rua, 
double, false, false, 10, data/mat-24000-100-1760k.rua, 4.8897, 2.3035, 2.0000, 4.3035, 1.2500, 4.0897
double, false, false, 10, data/mat-300-100-22k.rua, 
double, false, false, 10, data/mat-32000-200-4320k.rua, 11.4332, 7.4118, 6.7569, 14.1687, 1.2500, 3.0490
double, false, false, 10, data/mat-4000-200-540k.rua, 1.5427, 4.4044, 0.7938, 5.1983, 1.2500, 1.0388
double, false, false, 10, data/mat-512000-200-69120k.rua, 185.0889, 4.1384, 57.0494, 61.1878, 1.2500, 11.2964
double, false, false, 10, data/mat-6000-100-440k.rua, 1.3671, 2.1661, 0.6144, 2.7805, 1.2500, 1.5825
double, false, false, 10, data/mat-96000-100-7040k.rua, 19.9385, 2.2625, 5.9581, 8.2206, 1.2500, 8.5638
double, false, false, 10, data/samplematrix.rua, 
double, false, false, 100, data/mat-200-200-27k.rua, 
double, false, false, 100, data/mat-24000-100-1760k.rua, 4.8596, 2.5288, 13.7672, 16.2960, 12.5000, 10.8002
double, false, false, 100, data/mat-300-100-22k.rua, 
double, false, false, 100, data/mat-32000-200-4320k.rua, 13.8325, 4.4932, 32.2531, 36.7463, 12.5000, 11.7563
double, false, false, 100, data/mat-4000-200-540k.rua, 1.7121, 4.5580, 3.8361, 8.3941, 12.5000, 6.4331
double, false, false, 100, data/mat-512000-200-69120k.rua, 192.0313, 3.9514, 436.5567, 440.5081, 12.5000, 15.6910
double, false, false, 100, data/mat-6000-100-440k.rua, 1.3036, 2.1713, 3.0098, 5.1811, 12.5000, 8.4924
double, false, false, 100, data/mat-96000-100-7040k.rua, 
double, false, false, 100, data/samplematrix.rua, 
double, false, false, 1000, data/mat-200-200-27k.rua, 
double, false, false, 1000, data/mat-24000-100-1760k.rua, 5.9694, 4.2649, 110.4846, 114.7495, 125.0000, 15.3378
double, false, false, 1000, data/mat-300-100-22k.rua, 
double, false, false, 1000, data/mat-32000-200-4320k.rua, 13.9269, 4.3183, 271.4447, 275.7630, 125.0000, 15.6656
double, false, false, 1000, data/mat-4000-200-540k.rua, 1.5814, 4.4028, 40.6028, 45.0057, 125.0000, 11.9985
double, false, false, 1000, data/mat-512000-200-69120k.rua, 190.6406, 4.3521, 4159.1846, 4163.5366, 125.0000, 16.6013
double, false, false, 1000, data/mat-6000-100-440k.rua, 1.3034, 2.2639, 29.6273, 31.8912, 125.0000, 13.7969
double, false, false, 1000, data/mat-96000-100-7040k.rua, 20.4399, 2.4129, 426.2548, 428.6677, 125.0000, 16.4230
double, false, false, 1000, data/samplematrix.rua, 
double, SQUARE, false, 1, data/mat-200-200-27k.rua, 
double, SQUARE, false, 1, data/mat-24000-100-1760k.rua, 4.9050, 2.2457, 0.8308, 3.0765, 0.1250, 0.5721
double, SQUARE, false, 1, data/mat-300-100-22k.rua, 
double, SQUARE, false, 1, data/mat-32000-200-4320k.rua, 
double, SQUARE, false, 1, data/mat-4000-200-540k.rua, 1.5461, 4.3634, 0.7387, 5.1020, 0.1250, 0.1058
double, SQUARE, false, 1, data/mat-512000-200-69120k.rua, 184.0419, 4.2605, 21.8963, 26.1568, 0.1250, 2.6425
double, SQUARE, false, 1, data/mat-6000-100-440k.rua, 1.3779, 5.0954, 0.4113, 5.5068, 0.1250, 0.0799
double, SQUARE, false, 1, data/mat-96000-100-7040k.rua, 
double, SQUARE, false, 1, data/samplematrix.rua, 
double, SQUARE, false, 10, data/mat-200-200-27k.rua, 
double, SQUARE, false, 10, data/mat-24000-100-1760k.rua, 4.9032, 2.2332, 1.7540, 3.9872, 1.2500, 4.4141
double, SQUARE, false, 10, data/mat-300-100-22k.rua, 
double, SQUARE, false, 10, data/mat-32000-200-4320k.rua, 
double, SQUARE, false, 10, data/mat-4000-200-540k.rua, 1.5342, 4.3374, 0.7660, 5.1034, 1.2500, 1.0581
double, SQUARE, false, 10, data/mat-512000-200-69120k.rua, 184.5011, 4.2652, 57.1837, 61.4489, 1.2500, 11.2484
double, SQUARE, false, 10, data/mat-6000-100-440k.rua, 1.2644, 2.1808, 0.6549, 2.8357, 1.2500, 1.5516
double, SQUARE, false, 10, data/mat-96000-100-7040k.rua, 
double, SQUARE, false, 10, data/samplematrix.rua, 
double, SQUARE, false, 100, data/mat-200-200-27k.rua, 
double, SQUARE, false, 100, data/mat-24000-100-1760k.rua, 4.8065, 2.6371, 13.6868, 16.3238, 12.5000, 10.7818
double, SQUARE, false, 100, data/mat-300-100-22k.rua, 
double, SQUARE, false, 100, data/mat-32000-200-4320k.rua, 
double, SQUARE, false, 100, data/mat-4000-200-540k.rua, 
double, SQUARE, false, 100, data/mat-512000-200-69120k.rua, 186.5038, 4.0517, 425.3328, 429.3845, 12.5000, 16.0975
double, SQUARE, false, 100, data/mat-6000-100-440k.rua, 1.2890, 2.1477, 3.0372, 5.1848, 12.5000, 8.4863
double, SQUARE, false, 100, data/mat-96000-100-7040k.rua, 22.4916, 2.2367, 45.9104, 48.1471, 12.5000, 14.6219
double, SQUARE, false, 100, data/samplematrix.rua, 
double, SQUARE, false, 1000, data/mat-200-200-27k.rua, 
double, SQUARE, false, 1000, data/mat-24000-100-1760k.rua, 4.6438, 2.2884, 111.7262, 114.0146, 125.0000, 15.4366
double, SQUARE, false, 1000, data/mat-300-100-22k.rua, 
double, SQUARE, false, 1000, data/mat-32000-200-4320k.rua, 11.1104, 7.0831, 267.6842, 274.7673, 125.0000, 15.7224
double, SQUARE, false, 1000, data/mat-4000-200-540k.rua, 1.4995, 4.3293, 40.5054, 44.8348, 125.0000, 12.0442
double, SQUARE, false, 1000, data/mat-512000-200-69120k.rua, 191.8085, 4.2614, 4176.6772, 4180.9385, 125.0000, 16.5322
double, SQUARE, false, 1000, data/mat-6000-100-440k.rua, 1.2846, 2.2427, 29.6092, 31.8519, 125.0000, 13.8139
double, SQUARE, false, 1000, data/mat-96000-100-7040k.rua, 
double, SQUARE, false, 1000, data/samplematrix.rua, 
double, DIVISION, false, 1, data/mat-200-200-27k.rua, 
double, DIVISION, false, 1, data/mat-24000-100-1760k.rua, 
double, DIVISION, false, 1, data/mat-300-100-22k.rua, 
double, DIVISION, false, 1, data/mat-32000-200-4320k.rua, 
double, DIVISION, false, 1, data/mat-4000-200-540k.rua, 1.5805, 4.3138, 0.7573, 5.0711, 0.1250, 0.1065
double, DIVISION, false, 1, data/mat-512000-200-69120k.rua, 182.8060, 3.9342, 20.5985, 24.5327, 0.1250, 2.8175
double, DIVISION, false, 1, data/mat-6000-100-440k.rua, 1.3749, 2.1857, 0.4043, 2.5900, 0.1250, 0.1699
double, DIVISION, false, 1, data/mat-96000-100-7040k.rua, 
double, DIVISION, false, 1, data/samplematrix.rua, 
double, DIVISION, false, 10, data/mat-200-200-27k.rua, 
double, DIVISION, false, 10, data/mat-24000-100-1760k.rua, 5.0255, 2.3022, 2.1289, 4.4311, 1.2500, 3.9719
double, DIVISION, false, 10, data/mat-300-100-22k.rua, 
double, DIVISION, false, 10, data/mat-32000-200-4320k.rua, 10.9994, 4.3512, 8.6366, 12.9878, 1.2500, 3.3262
double, DIVISION, false, 10, data/mat-4000-200-540k.rua, 1.5842, 4.3528, 0.7666, 5.1194, 1.2500, 1.0548
double, DIVISION, false, 10, data/mat-512000-200-69120k.rua, 183.9839, 4.3044, 62.3860, 66.6904, 1.2500, 10.3643
double, DIVISION, false, 10, data/mat-6000-100-440k.rua, 1.3460, 2.1337, 0.6198, 2.7535, 1.2500, 1.5980
double, DIVISION, false, 10, data/mat-96000-100-7040k.rua, 
double, DIVISION, false, 10, data/samplematrix.rua, 
double, DIVISION, false, 100, data/mat-200-200-27k.rua, 
double, DIVISION, false, 100, data/mat-24000-100-1760k.rua, 4.8760, 2.2259, 13.6936, 15.9195, 12.5000, 11.0556
double, DIVISION, false, 100, data/mat-300-100-22k.rua, 
double, DIVISION, false, 100, data/mat-32000-200-4320k.rua, 
double, DIVISION, false, 100, data/mat-4000-200-540k.rua, 1.5912, 4.3555, 3.7537, 8.1091, 12.5000, 6.6592
double, DIVISION, false, 100, data/mat-512000-200-69120k.rua, 186.4667, 4.1939, 425.4937, 429.6876, 12.5000, 16.0861
double, DIVISION, false, 100, data/mat-6000-100-440k.rua, 1.2667, 2.1743, 3.0779, 5.2523, 12.5000, 8.3774
double, DIVISION, false, 100, data/mat-96000-100-7040k.rua, 23.6195, 2.2262, 45.8845, 48.1107, 12.5000, 14.6329
double, DIVISION, false, 100, data/samplematrix.rua, 
double, DIVISION, false, 1000, data/mat-200-200-27k.rua, 
double, DIVISION, false, 1000, data/mat-24000-100-1760k.rua, 4.7361, 2.2865, 111.6645, 113.9510, 125.0000, 15.4452
double, DIVISION, false, 1000, data/mat-300-100-22k.rua, 
double, DIVISION, false, 1000, data/mat-32000-200-4320k.rua, 11.1509, 4.4320, 269.2493, 273.6813, 125.0000, 15.7848
double, DIVISION, false, 1000, data/mat-4000-200-540k.rua, 2.0334, 6.8023, 39.9063, 46.7086, 125.0000, 11.5610
double, DIVISION, false, 1000, data/mat-512000-200-69120k.rua, 199.9530, 3.9985, 4175.6406, 4179.6392, 125.0000, 16.5373
double, DIVISION, false, 1000, data/mat-6000-100-440k.rua, 1.9907, 3.4204, 29.6062, 33.0266, 125.0000, 13.3226
double, DIVISION, false, 1000, data/mat-96000-100-7040k.rua, 
double, DIVISION, false, 1000, data/samplematrix.rua, 
